epoch,loss,train acc,train mean IoU,total pos anchors,val acc,val IoU,val # segments
1,15.442991174500564,0.34545797210704865,0.5943444631390161,5306,0.5424657534246575,0.5008195159858255,365
2,11.490722310954126,0.508017355215997,0.6796144134287712,5301,0.673972602739726,0.5123971301616733,365
3,10.224074051297944,0.5691609977324263,0.6953162714407486,5292,0.6931506849315069,0.5420481651079052,365
4,9.207455417205548,0.5885239713099283,0.7055554948188343,5298,0.736986301369863,0.5630373350863266,365
5,8.876718216928943,0.6073526624976312,0.7099350725487964,5277,0.7315068493150685,0.5628522863254878,365
6,8.364266169482264,0.6092952956735311,0.7199470671739674,5293,0.7479452054794521,0.5647706765699161,365
7,7.933965181482249,0.6292875989445911,0.7170701140286245,5306,0.7589041095890411,0.5554464809518245,365
8,7.627231158059219,0.6308940022632968,0.7257644330971674,5302,0.7506849315068493,0.5699281220613407,365
9,7.349437762951029,0.6497548095058469,0.7267014617944697,5302,0.7616438356164383,0.5609211683332828,365
10,7.432649086261618,0.6530034000755572,0.7227509558003662,5294,0.7616438356164383,0.5617850288626025,365
11,6.9932406750218625,0.6679871722316544,0.7428297206037417,5301,0.7835616438356164,0.6056657931387115,365
12,7.067134725636449,0.6556204104688382,0.7177538773524144,5311,0.7643835616438356,0.5660596700957834,365
13,6.801000027820982,0.6676720075400565,0.7399834038062855,5305,0.7835616438356164,0.5653245515057062,365
14,6.6023545018557845,0.6729536024141833,0.7407437638152246,5302,0.7780821917808219,0.5775408855934855,365
15,6.4522288955491165,0.6631399962214245,0.7486187688582389,5293,0.7863013698630137,0.5910363066132795,365
16,6.493634491131224,0.7006802721088435,0.7471998979943951,5292,0.7890410958904109,0.5883824496040454,365
17,6.5598626712272905,0.6698717948717948,0.7352316436600236,5304,0.7863013698630137,0.5786011137072801,365
18,6.3343704651141985,0.6881375141669814,0.749409990657875,5294,0.8054794520547945,0.5784115222829989,365
19,6.389613979849322,0.6876769201736177,0.7457491266477206,5299,0.7972602739726027,0.5850757905330454,365
20,6.2563902489070236,0.7048716012084593,0.7480731554940078,5296,0.8027397260273973,0.578565386166997,365
